Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,Male,Country,Timestamp,Clicked on Ad
41.53,42,67575.12,158.81,Optional tangible productivity,0,Malaysia,2016-05-23 0:32,1
54.08,36,53012.94,111.02,Innovative cohesive pricing structure,1,Malaysia,2016-06-02 4:14,1
43.7,28,63126.96,173.01,Front-line bifurcated ability,0,Malaysia,2016-04-04 3:57,1
72.23,48,52736.33,115.35,Integrated coherent pricing structure,0,Malaysia,2016-07-17 1:13,1
66.17,26,63580.22,228.7,Business-focused maximized complexity,0,Malaysia,2016-05-02 0:01,0
49.21,46,49206.4,115.6,Realigned 24/7 core,0,Malaysia,2016-02-28 3:34,1
86.58,32,60151.77,195.93,Business-focused asynchronous budgetary management,1,Malaysia,2016-02-26 23:44,0
39.87,48,47929.83,139.34,Business-focused user-facing benchmark,1,Mexico,2016-06-13 6:11,1
54.37,38,72196.29,140.77,Up-sized asymmetric firmware,0,Mexico,2016-06-25 18:17,1
50.33,50,62657.53,133.2,Sharable analyzing alliance,1,Mexico,2016-03-02 4:57,1
74.02,32,72272.9,210.54,Operative system-worthy protocol,0,Mexico,2016-03-09 14:57,0
53.68,47,56180.93,115.26,Operative stable moderator,1,Mexico,2016-02-16 9:11,1
79.82,26,51512.66,223.28,Function-based directional productivity,1,Mexico,2016-07-17 22:04,0
78.6,46,41768.13,254.59,Enhanced systematic adapter,1,Mexico,2016-07-20 13:21,0
39.5,31,49911.25,148.19,Operative multi-tasking Graphic Interface,1,Mexico,2016-01-28 16:42,1
35.55,39,51593.46,151.18,Robust object-oriented Graphic Interface,0,Mexico,2016-01-13 20:38,1
63.11,34,63107.88,254.94,Balanced mobile Local Area Network,1,Mexico,2016-03-17 22:59,0
78.11,27,63296.87,209.25,Progressive analyzing attitude,1,Mexico,2016-01-30 16:10,0
84.54,33,64902.47,204.02,Synchronized stable complexity,1,Mexico,2016-03-02 10:07,0
81.58,41,55479.62,248.16,Cloned explicit middleware,0,Mexico,2016-01-27 17:55,0
42.94,37,56681.65,130.4,Synergistic dynamic orchestration,1,Mexico,2016-04-12 12:35,1
57.51,38,47682.28,105.71,Re-engineered zero-defect open architecture,0,Mexico,2016-03-31 8:53,1
81.32,25,52416.18,165.65,Pre-emptive next generation Internet solution,0,Mexico,2016-03-08 5:12,0
78.74,28,64828,204.79,Public-key foreground groupware,1,Mexico,2016-05-27 15:25,0
79.61,31,58342.63,235.97,Customizable value-added project,0,Mexico,2016-04-04 21:23,0
67.59,45,58677.69,113.69,User-centric solution-oriented emulation,0,Mexico,2016-07-23 5:21,1
34.66,32,48246.6,194.83,Customer-focused multi-tasking Internet solution,0,Mexico,2016-07-14 12:07,1
44.46,42,30487.48,132.66,Intuitive zero-defect framework,1,Mexico,2016-01-15 19:40,1
35,40,46033.73,151.25,Fully-configurable context-sensitive Graphic Interface,1,Mexico,2016-06-18 16:02,1
74.84,37,64775.1,246.44,User-friendly impactful time-frame,1,Mexico,2016-01-14 16:30,0
81.29,28,33239.2,219.72,Synergized well-modulated Graphical User Interface,0,Mexico,2016-02-15 20:41,0
51.63,51,42415.72,120.37,Expanded intangible solution,1,Mexico,2016-02-01 17:24,1
62.26,53,56770.79,125.45,Profound stable product,1,Mexico,2016-04-07 15:18,1
69.17,40,66193.81,123.62,Extended leadingedge solution,0,Mexico,2016-03-06 11:36,1
56.64,38,61652.53,115.91,Down-sized uniform info-mediaries,0,Mexico,2016-01-05 17:56,1
81.61,33,62667.51,228.76,Enterprise-wide local matrices,0,Mexico,2016-04-17 15:46,0
67.94,43,68447.17,128.16,Assimilated next generation firmware,0,Mexico,2016-05-01 0:23,1
85.77,27,52261.73,191.78,Implemented disintermediate attitude,1,Mexico,2016-04-09 23:26,0
78.41,33,55368.67,248.23,Multi-lateral 24/7 Internet solution,1,Mexico,2016-06-03 4:51,0
88.91,33,53852.85,208.36,Enhanced dedicated support,0,Mexico,2016-01-28 20:59,0
41.18,43,41866.55,129.25,Enterprise-wide incremental Internet solution,1,Mexico,2016-07-05 0:54,1
83.55,39,65816.38,221.18,Switchable well-modulated infrastructure,1,Mexico,2016-06-08 20:13,0
73.94,27,68333.01,173.49,Function-based incremental standardization,0,Mexico,2016-02-10 13:46,0
84.53,35,54773.99,236.29,User-centric composite contingency,0,Mexico,2016-03-26 0:32,0
77.8,57,43708.88,152.94,Virtual executive implementation,0,Mexico,2016-02-14 14:38,1
77.05,34,65756.36,236.08,Centralized value-added hierarchy,0,Mexico,2016-05-17 18:06,0
80.23,31,68441.85,193.77,Monitored national standardization,1,Mexico,2016-04-04 1:39,0
75.83,24,58019.64,162.44,Diverse stable circuit,0,Mexico,2016-01-17 15:10,0
60.91,19,53309.61,184.94,Upgradable directional system engine,0,Mexico,2016-06-09 14:24,1
79.97,26,61747.98,185.45,Down-sized explicit budgetary management,1,Mexico,2016-01-08 19:38,0
77.31,32,62792.43,238.1,Assimilated homogeneous service-desk,0,Mexico,2016-06-17 20:18,0
89.18,37,46403.18,224.01,Public-key impactful neural-net,1,Mexico,2016-04-26 21:45,0
56.04,49,65120.86,128.95,Decentralized real-time circuit,1,Mexico,2016-02-07 8:02,1
69.96,31,73413.87,214.06,Realigned tangible collaboration,1,Mexico,2016-05-20 12:17,0
45.11,58,39799.73,195.69,Sharable reciprocal project,0,Netherlands,2016-01-05 16:26,1
55.32,43,67682.32,127.65,Managed 24hour analyzer,0,Netherlands,2016-03-18 9:08,1
71.03,32,57846.68,120.85,Advanced systemic productivity,0,Netherlands,2016-02-17 23:47,1
80.29,31,49457.48,244.87,Ameliorated contextually-based collaboration,1,Netherlands,2016-06-30 0:40,0
85.26,32,55424.24,224.07,Reverse-engineered dynamic function,1,Netherlands,2016-02-24 6:18,0
76.42,26,60315.19,223.16,Open-source optimizing parallelism,1,Netherlands,2016-04-17 18:38,0
85.37,36,66262.59,194.56,Front-line system-worthy flexibility,1,Netherlands,2016-01-27 17:08,0
63.04,27,69784.85,159.05,Triple-buffered multi-state complexity,0,Netherlands,2016-07-10 16:25,1
50.52,31,72270.88,171.62,Function-based stable alliance,0,Netherlands,2016-01-23 15:02,1
56.3,49,67430.96,135.24,Fully-configurable high-level implementation,1,Netherlands,2016-02-03 19:12,1
58.18,25,69112.84,176.28,Polarized analyzing concept,1,Netherlands,2016-02-10 6:37,0
46.61,52,27241.11,156.99,Ergonomic methodical encoding,0,Netherlands,2016-04-05 5:54,1
57.2,42,57739.03,110.66,Innovative maximized groupware,0,Netherlands,2016-03-19 11:09,1
69.86,25,50506.44,241.36,Triple-buffered foreground encryption,0,Netherlands,2016-01-12 21:17,0
73.46,28,65653.47,222.75,Innovative executive encoding,1,Netherlands,2016-05-15 14:41,0
78.64,31,60283.47,235.28,Integrated client-server definition,1,Netherlands,2016-01-16 17:56,0
82.41,36,65882.81,222.08,Stand-alone logistical service-desk,0,Netherlands,2016-04-12 4:22,0
80.47,25,57519.64,204.86,Reduced global support,0,Netherlands,2016-02-11 13:26,0
54.96,42,59419.78,113.75,Public-key disintermediate emulation,1,Netherlands,2016-02-28 9:31,1
61.84,45,46024.29,105.63,Reactive bi-directional standardization,1,Netherlands,2016-05-05 11:07,1
84.29,41,60638.38,232.54,Re-contextualized systemic time-frame,0,Netherlands,2016-01-27 20:47,0
73.93,44,74180.05,218.22,Quality-focused scalable utilization,0,Netherlands,2016-02-20 0:06,0
76.76,25,50468.36,230.77,Secured uniform instruction set,1,Netherlands,2016-05-26 13:28,0
78.53,34,32536.98,131.72,Synergized multimedia emulation,0,Netherlands,2016-04-22 20:10,1
84.53,33,61922.06,215.18,Optional multi-state hardware,1,Netherlands,2016-07-11 9:32,0
48.22,40,73882.91,214.33,Inverse national core,0,Netherlands,2016-03-22 19:14,0
56.91,50,21773.22,146.44,Team-oriented executive core,0,Netherlands,2016-04-01 5:17,1
70.29,31,56974.51,254.65,Balanced responsive open system,1,Netherlands,2016-03-30 14:36,0
54.88,24,32006.82,148.61,Customizable modular Internet solution,0,Netherlands,2016-05-15 1:03,1
36.98,31,39552.49,167.87,Fully-configurable clear-thinking throughput,1,Netherlands,2016-03-17 6:25,1
76.44,28,59967.19,232.68,Synchronized human-resource moderator,1,Netherlands,2016-04-06 17:26,0
59.99,23,59761.56,226.74,Sharable client-driven software,1,Netherlands,2016-05-19 14:30,0
40.42,45,40183.75,133.9,Stand-alone reciprocal synergy,1,Netherlands,2016-03-16 7:59,1
67.28,43,76246.96,155.8,Future-proofed coherent hardware,1,Netherlands,2016-04-03 21:13,1
73.19,25,64267.88,203.74,Cloned incremental matrices,1,Netherlands,2016-01-19 12:18,0
78.37,24,55015.08,207.27,Quality-focused zero-defect budgetary management,0,Netherlands,2016-01-23 4:47,0
69.5,26,68348.99,203.84,Front-line systemic capability,0,Netherlands,2016-02-27 13:51,0
76.65,31,61117.5,238.43,Function-based executive moderator,0,Pakistan,2016-04-18 7:00,0
65.4,33,66699.12,247.31,Adaptive 24hour Graphic Interface,0,Pakistan,2016-02-12 22:51,0
60.7,43,79332.33,192.6,Multi-tiered multi-state moderator,1,Pakistan,2016-06-06 22:41,0
53.54,39,47314.45,108.03,Optimized systemic capability,0,Pakistan,2016-06-23 11:05,1
45.17,48,34418.09,132.07,Down-sized background groupware,1,Pakistan,2016-01-27 14:41,1
55.39,37,23936.86,129.41,Customizable multi-tasking website,0,Pakistan,2016-01-30 19:20,1
42.51,30,54755.71,144.77,Grass-roots transitional flexibility,1,Pakistan,2016-01-15 19:45,1
60.83,19,40478.83,185.46,Versatile next generation pricing structure,1,Pakistan,2016-02-19 20:49,0
82.07,25,46722.07,205.38,Function-based optimizing extranet,1,Pakistan,2016-06-20 6:30,0
66.17,33,69869.66,238.45,Cross-group neutral synergy,0,Pakistan,2016-01-20 0:26,0
77.65,27,63274.88,212.79,Horizontal client-driven hierarchy,0,Pakistan,2016-02-04 13:30,0
60.25,35,54875.95,109.77,De-engineered fault-tolerant database,0,Pakistan,2016-06-29 13:35,1
60.53,29,56759.48,123.28,Networked even-keeled workforce,0,Pakistan,2016-05-09 10:21,1
72.53,37,73474.82,223.93,Synchronized grid-enabled moratorium,0,Pakistan,2016-07-21 10:01,0
38.63,48,57777.11,222.11,Cross-platform logistical pricing structure,0,Pakistan,2016-04-07 10:51,1
89.34,32,50216.01,177.78,Object-based executive productivity,1,Pakistan,2016-03-21 21:15,0
77.75,31,59047.91,240.64,Multi-lateral motivating circuit,1,Pakistan,2016-06-22 17:19,0
67.56,47,50628.31,109.98,Reduced background data-warehouse,0,Pakistan,2016-02-12 5:20,1
67.64,35,51473.28,267.01,Programmable asymmetric data-warehouse,1,Pakistan,2016-07-02 20:23,0
62.95,60,36752.24,157.04,Polarized tangible collaboration,0,Pakistan,2016-05-24 13:30,1
40.06,38,56782.18,138.68,Organized contextually-based customer loyalty,1,Pakistan,2016-06-11 8:38,1
74.49,28,58996.12,237.34,Persevering eco-centric flexibility,0,Pakistan,2016-01-30 16:15,0
69.2,42,26023.99,123.8,Balanced value-added database,0,Pakistan,2016-06-17 9:58,1
63.43,29,66504.16,236.75,Ergonomic 24/7 solution,1,Pakistan,2016-04-15 10:18,0
35.76,51,45522.44,195.07,Versatile optimizing projection,0,Pakistan,2016-07-18 4:53,1
35.66,45,46197.59,151.72,Exclusive cohesive intranet,0,Pakistan,2016-04-29 14:08,1
77.2,33,49325.48,254.05,Persistent homogeneous framework,1,Pakistan,2016-02-12 20:36,0
85.03,30,60372.64,204.52,Expanded clear-thinking core,0,Pakistan,2016-06-19 9:24,0
38.91,33,56369.74,150.8,Versatile reciprocal structure,1,Pakistan,2016-07-13 7:41,1
38.1,34,60641.09,214.38,Optional secondary access,1,Pakistan,2016-05-30 18:08,1
83.48,31,59340.99,222.72,Intuitive zero administration adapter,1,Pakistan,2016-03-04 13:47,0
59.01,30,75265.96,178.75,Focused multimedia implementation,1,Pakistan,2016-02-08 22:45,1
66.18,35,69476.42,243.61,Proactive asymmetric definition,0,Pakistan,2016-03-25 8:40,0
39.96,35,53898.89,138.52,Phased leadingedge budgetary management,1,Pakistan,2016-02-28 23:21,1
77.88,37,55353.41,254.57,Multi-tiered human-resource structure,0,Pakistan,2016-07-02 0:24,0
40.04,27,48098.86,161.58,Cross-platform neutral system engine,0,Pakistan,2016-05-08 10:25,1
36.62,32,51119.93,162.44,Customer-focused solution-oriented software,1,Pakistan,2016-02-02 19:59,1
68.47,28,67033.34,226.64,Focused coherent success,0,Pakistan,2016-06-25 0:33,0
76.64,39,66217.31,241.5,Reverse-engineered web-enabled support,1,Pakistan,2016-02-09 23:38,0
63.37,43,43155.19,105.04,Open-architected full-range projection,1,Pakistan,2016-03-23 12:53,1
43.77,52,49030.03,138.55,Synergized hybrid time-frame,1,Pakistan,2016-01-25 7:39,1
80.67,34,58909.36,239.76,Seamless impactful info-mediaries,0,Pakistan,2016-01-01 2:52,0
75.71,34,62109.8,246.06,Phased hybrid intranet,0,Portugal,2016-03-11 10:01,0
57.76,41,47861.93,105.15,Triple-buffered scalable groupware,0,Portugal,2016-06-12 15:25,1
55.79,24,59550.05,149.67,Pre-emptive content-based focus group,0,Portugal,2016-02-20 20:47,1
76.24,27,63976.44,214.42,Monitored dynamic instruction set,0,Portugal,2016-06-07 1:29,0
70.29,26,62053.37,231.37,Vision-oriented multi-tasking success,1,Portugal,2016-03-28 19:48,0
72.8,35,63551.67,249.54,Public-key solution-oriented focus group,0,Portugal,2016-01-03 23:21,0
42.06,34,43241.19,131.55,Multi-layered secondary software,0,Portugal,2016-06-29 2:48,1
47.64,49,45632.51,122.02,Centralized neutral neural-net,0,Portugal,2016-03-16 20:19,1
69.62,20,50983.75,202.25,Business-focused encompassing neural-net,1,Portugal,2016-02-26 22:46,0
82.73,33,54541.56,238.99,Grass-roots impactful system engine,1,Portugal,2016-05-20 21:31,0
80.23,31,68094.85,196.23,Secured clear-thinking middleware,0,Portugal,2016-03-19 14:23,0
78.83,36,66050.63,234.64,Future-proofed responsive matrix,1,Portugal,2016-05-08 12:08,0
42.04,49,67323,182.11,Organic logistical adapter,0,Portugal,2016-02-03 16:54,1
87.09,36,57737.51,221.98,Synergized coherent interface,1,Portugal,2016-04-21 16:10,0
89.21,33,44078.24,210.53,Fundamental clear-thinking knowledgebase,0,Portugal,2016-07-19 12:05,0
49.99,41,61068.26,121.07,Profound bottom-line standardization,0,Portugal,2016-03-24 9:34,1
74.58,40,23821.72,135.51,Advanced 24/7 productivity,1,Portugal,2016-02-27 4:43,1
84.98,29,57691.95,202.61,Innovative user-facing extranet,0,Russia,2016-04-27 9:27,0
75.92,22,38427.66,182.65,Monitored context-sensitive initiative,0,Russia,2016-02-26 1:18,0
63.89,40,51317.33,105.22,Synchronized user-facing core,0,Russia,2016-01-08 0:17,1
72.04,22,60309.58,199.43,Realigned systematic function,0,Russia,2016-02-10 6:52,0
74.62,36,73207.15,217.79,Self-enabling even-keeled methodology,0,Russia,2016-04-04 8:19,0
71.83,40,22205.74,135.48,Diverse background ability,1,Russia,2016-02-18 22:42,1
79.6,39,73392.28,194.23,Organized global flexibility,0,Russia,2016-04-22 7:48,0
74.87,52,43698.53,126.97,Public-key non-volatile implementation,0,Russia,2016-05-31 2:17,1
63.3,38,63071.34,116.19,Polarized intangible encoding,0,Russia,2016-05-09 7:13,1
50.43,46,57425.87,119.32,Persevering needs-based open architecture,1,Russia,2016-05-07 17:11,1
81.38,31,64929.61,212.3,Balanced dynamic application,0,Russia,2016-02-08 0:23,0
83.67,44,60192.72,234.26,Upgradable system-worthy array,1,Russia,2016-02-06 23:08,0
73.88,29,63109.74,233.61,Digitized zero-defect implementation,0,Russia,2016-01-04 6:37,0
67.85,41,78520.99,202.7,Reactive tangible contingency,1,Russia,2016-01-21 22:51,1
50.52,28,66929.03,219.69,Versatile responsive knowledge user,0,Russia,2016-04-03 6:17,1
72.19,33,61275.18,250.35,Synchronized national infrastructure,1,Russia,2016-05-19 11:16,0
47.74,33,22456.04,154.93,Open-source 5thgeneration leverage,1,Russia,2016-05-14 14:49,1
41.67,36,53817.02,132.55,Realigned zero tolerance emulation,0,Russia,2016-06-13 18:50,1
81.25,33,65186.58,222.35,Enhanced system-worthy toolset,1,Russia,2016-04-16 14:15,0
48.86,35,62463.7,128.37,Universal empowering adapter,1,Russia,2016-01-04 0:44,1
81.98,34,67432.49,212.88,Up-sized maximized model,0,Russia,2016-06-04 9:25,0
62.42,38,74445.18,143.94,Diverse executive groupware,0,Russia,2016-07-19 7:59,1
71.76,35,69285.69,237.39,Customizable zero-defect matrix,0,Russia,2016-05-26 13:18,0
54.92,54,23975.35,161.16,Extended interactive model,0,Russia,2016-06-13 13:59,1
65.72,36,28275.48,120.12,Managed didactic flexibility,0,Russia,2016-02-13 13:57,1
70.96,31,55187.85,256.4,Ameliorated user-facing help-desk,0,Russia,2016-06-26 7:01,0
85.84,34,64654.66,192.93,Front-line heuristic data-warehouse,1,Russia,2016-06-15 5:30,0
38.52,38,42581.23,137.28,Customer-focused 24/7 concept,1,Russia,2016-03-27 23:59,1
88.04,45,62589.84,191.17,Profound explicit hardware,1,Russia,2016-03-07 20:02,0
77.25,27,55901.12,231.38,Pre-emptive neutral contingency,1,Russia,2016-04-25 16:58,0
44.11,41,43111.41,121.24,Organic next generation matrix,1,Russia,2016-04-20 16:49,1
43.16,29,50666.5,143.04,Robust holistic application,1,Russia,2016-03-05 20:53,1
70.03,26,64264.25,227.72,Versatile 4thgeneration system engine,1,Russia,2016-05-22 20:49,0
85.56,29,53673.08,210.46,Advanced modular Local Area Network,0,Russia,2016-06-05 13:16,0
66.01,23,34127.21,151.95,Front-line tangible alliance,0,Russia,2016-06-21 3:14,1
49.84,39,45800.48,111.59,Reduced multimedia project,0,Russia,2016-02-09 7:21,1
58.6,50,45400.5,113.7,Organic asynchronous hierarchy,0,Russia,2016-01-28 7:10,1
59.96,33,77143.61,197.66,Expanded modular application,0,Russia,2016-01-14 8:27,1
69.47,26,59785.94,236.5,Organic bottom-line service-desk,0,Russia,2016-03-13 20:35,0
81.22,53,34309.24,223.09,Networked coherent interface,1,Russia,2016-01-07 13:25,0
37.01,50,48826.14,216.01,Secured encompassing Graphical User Interface,0,Russia,2016-03-20 2:44,1
40.15,38,38745.29,134.88,Exclusive disintermediate task-force,1,Russia,2016-06-27 18:37,1
44.49,53,63100.13,168,Business-focused real-time toolset,1,Russia,2016-04-23 6:28,1
69.78,29,70410.11,218.79,Multi-layered non-volatile Graphical User Interface,0,Russia,2016-05-24 18:35,0
43.83,45,35684.82,129.01,Total human-resource flexibility,0,Russia,2016-01-29 5:39,1
60.23,60,46239.14,151.54,Seamless optimal contingency,1,Russia,2016-07-15 15:43,1
85.73,32,43778.88,147.75,Stand-alone radical throughput,1,Russia,2016-07-10 17:24,1
55.6,23,30227.98,212.58,Multi-layered 4thgeneration knowledge user,0,Russia,2016-01-14 14:00,1
71.86,32,51633.34,116.53,Face-to-face even-keeled website,0,Russia,2016-05-17 6:14,1
73.04,37,73687.5,221.79,Organic contextually-based focus group,1,Russia,2016-06-19 22:26,0
85.23,36,64238.71,212.92,Visionary client-driven installation,1,Russia,2016-02-27 12:34,0
52.84,43,28495.21,122.31,Multi-tiered mobile encoding,0,Russia,2016-07-16 10:14,1
71.27,21,50147.72,216.03,Quality-focused bi-directional throughput,1,Russia,2016-01-11 12:46,0
56.57,26,56435.6,131.98,Multi-channeled non-volatile website,0,Russia,2016-01-23 13:14,1
56.78,28,39939.39,124.32,Mandatory empowering focus group,0,Russia,2016-06-19 23:04,1
63.6,23,51864.77,235.28,Centralized logistical secured line,1,Russia,2016-06-01 9:27,0
46.77,32,31092.93,136.4,Multi-tiered maximized archive,1,Russia,2016-03-23 6:00,1
60.53,24,66873.9,167.22,Organic interactive support,0,Russia,2016-03-25 15:17,1
46.04,32,65499.93,147.92,Universal transitional Graphical User Interface,0,Russia,2016-05-30 20:07,1
81.95,31,64698.58,208.76,Distributed cohesive migration,1,Russia,2016-05-01 21:46,0
81.98,40,65461.92,229.22,Ameliorated upward-trending definition,0,Russia,2016-04-15 11:51,0
52.62,50,73863.25,176.52,Enterprise-wide foreground emulation,0,Russia,2016-02-01 20:30,1
68.11,38,73884.48,231.21,Reactive national success,0,Russia,2016-01-07 21:21,0
57.05,41,50278.89,269.96,Seamless full-range website,1,Russia,2016-01-09 3:45,1
56.93,37,57887.64,111.8,Reactive demand-driven strategy,0,Russia,2016-06-10 0:35,1
74.41,26,64395.85,163.05,Right-sized value-added initiative,0,Russia,2016-07-23 4:37,0
46.88,54,43444.86,136.64,Virtual scalable secured line,0,Russia,2016-02-04 8:53,1
76.84,32,65883.39,231.59,Reduced incremental productivity,0,Russia,2016-03-03 22:31,0
86.38,40,66359.32,188.27,Cross-platform 4thgeneration focus group,1,Russia,2016-03-19 14:57,0
77.89,26,64188.5,201.54,Switchable multi-state success,0,Russia,2016-05-15 3:10,0
80.53,29,66345.1,187.64,Sharable upward-trending support,0,Singapore,2016-03-21 8:13,0
85.01,29,59797.64,192.5,Devolved exuding Local Area Network,0,Singapore,2016-05-03 16:02,0
88.82,36,58638.75,169.1,Assimilated discrete strategy,0,Singapore,2016-01-30 0:05,0
58.95,55,56242.7,131.29,Proactive actuating Graphical User Interface,1,Singapore,2016-06-20 8:34,1
84.45,50,29727.79,207.18,Customer-focused transitional strategy,0,Singapore,2016-07-13 4:10,1
82.7,35,61383.79,231.07,Visionary multi-tasking alliance,0,Singapore,2016-01-09 15:49,0
73.89,35,70495.64,229.99,Multi-channeled asymmetric installation,1,Singapore,2016-06-26 17:25,0
43.88,54,31523.09,166.85,Enhanced methodical database,1,Singapore,2016-06-04 17:24,1
65.56,25,69646.35,181.25,Stand-alone explicit orchestration,1,Singapore,2016-01-05 12:59,0
62.33,43,68787.09,127.11,Devolved zero administration intranet,0,Singapore,2016-06-21 13:15,1
68.61,57,61770.34,150.29,Diverse modular interface,0,Singapore,2016-04-10 19:48,1
58.22,29,37345.24,120.9,User-friendly client-server instruction set,0,Singapore,2016-02-11 2:40,1
74.32,33,62060.11,128.17,Monitored real-time superstructure,0,Singapore,2016-05-23 21:14,1
34.78,48,42861.42,208.21,Exclusive even-keeled moratorium,1,South Africa,2016-03-24 2:01,1
32.91,37,51691.55,181.02,Future-proofed fresh-thinking conglomeration,0,South Africa,2016-07-17 14:26,1
74.61,38,71055.22,231.28,Networked impactful framework,1,South Africa,2016-04-06 23:10,0
70.92,39,66522.79,249.81,Up-sized intangible circuit,1,South Africa,2016-07-21 20:30,0
76.87,36,72948.76,212.59,Down-sized bandwidth-monitored core,0,South Africa,2016-07-08 22:30,0
42.32,29,63891.29,187.09,Digitized radical architecture,1,South Africa,2016-02-14 4:14,1
63.45,23,52182.23,140.64,Persistent demand-driven interface,1,South Africa,2016-03-09 3:41,1
82.38,35,25603.93,159.6,Polarized analyzing intranet,0,South Africa,2016-07-18 1:36,1
44.16,42,61690.93,133.42,Innovative interactive portal,1,South Africa,2016-05-25 0:34,1
85.4,43,67058.72,198.72,Triple-buffered demand-driven alliance,0,South Africa,2016-06-08 18:54,0
79.16,32,69562.46,202.9,Compatible intermediate concept,1,South Africa,2016-03-30 20:23,0
82.07,24,50337.93,193.97,Monitored local Internet solution,0,South Africa,2016-06-14 7:02,0
83.17,43,54251.78,244.4,Managed national hardware,1,South Africa,2016-04-05 18:02,0
74.88,27,67240.25,175.17,Organized empowering policy,1,Spain,2016-04-17 6:58,0
79.83,29,55764.43,234.23,Innovative regional groupware,1,Spain,2016-05-18 19:33,0
44.78,45,63363.04,137.24,Extended context-sensitive monitoring,1,Spain,2016-07-09 11:04,1
71.55,36,75687.46,163.99,Inverse next generation moratorium,1,Spain,2016-07-20 23:08,0
44.98,49,52336.64,129.31,Organized global model,0,Spain,2016-04-10 0:13,1
66.18,55,28271.84,143.42,Vision-oriented contextually-based extranet,0,Spain,2016-01-10 23:14,1
72.45,29,72325.91,195.36,Centralized 24hour synergy,1,Spain,2016-01-11 6:02,0
47.23,43,73538.09,210.87,Optimized upward-trending productivity,1,Spain,2016-03-17 22:24,1
79.09,32,69481.85,209.72,Optimized multimedia website,1,Spain,2016-05-07 21:32,0
35.66,36,59240.24,172.57,Implemented uniform synergy,0,Spain,2016-02-21 20:09,1
62.26,26,70203.74,202.77,Public-key mission-critical core,0,Spain,2016-06-08 12:25,0
85.78,34,50038.65,232.78,Persistent fault-tolerant service-desk,0,Spain,2016-07-20 21:53,0
80.09,31,66636.84,214.08,Pre-emptive systematic budgetary management,0,Spain,2016-05-23 21:00,0
79.6,28,56570.06,227.37,Synergistic discrete middleware,1,Spain,2016-05-03 16:55,0
71.23,52,41521.28,122.59,Self-enabling zero administration neural-net,0,Spain,2016-01-05 11:53,1
54.35,42,76984.21,164.02,Proactive interactive service-desk,0,Spain,2016-06-20 8:22,0
61.22,45,63883.81,119.03,Streamlined logistical secured line,1,Spain,2016-01-05 9:42,1
45.7,33,67384.31,151.12,Self-enabling multimedia system engine,1,Spain,2016-05-26 10:33,1
60.39,45,38987.42,108.25,Front-line methodical utilization,1,Spain,2016-03-02 15:39,1
72.19,32,61067.58,250.32,Balanced discrete approach,1,Spain,2016-04-22 19:45,0
83.66,38,68877.02,175.14,Profound dynamic attitude,0,Spain,2016-02-18 3:58,0
86.76,28,48679.54,189.91,Object-based leadingedge complexity,0,Spain,2016-02-10 8:21,0
32.6,38,40159.2,190.05,Customizable homogeneous contingency,0,Spain,2016-02-12 3:39,1
66.67,33,72707.87,228.03,Horizontal content-based synergy,1,Spain,2016-04-21 20:29,0
84.71,32,61610.05,210.23,Reactive responsive emulation,0,Spain,2016-05-29 7:29,0
75.55,22,41851.38,169.4,Upgradable even-keeled challenge,0,Spain,2016-02-19 7:29,1
35.34,45,46693.76,152.86,De-engineered actuating hierarchy,0,Spain,2016-06-18 16:32,1
68.6,33,68448.94,135.08,Focused high-level frame,0,Spain,2016-02-17 18:50,1
78.84,32,62430.55,235.29,Optimized 5thgeneration moratorium,1,Spain,2016-04-09 9:26,0
55.46,37,42078.89,108.1,Exclusive systematic algorithm,0,Thailand,2016-02-21 23:07,1
42.44,56,43450.11,168.27,Profit-focused attitude-oriented task-force,0,Thailand,2016-02-10 15:23,1
75.19,31,33502.57,245.76,Implemented discrete frame,1,Thailand,2016-06-16 18:04,0
58.05,32,15879.1,195.54,Total asynchronous architecture,1,Thailand,2016-02-12 10:39,1
80.49,40,67186.54,229.12,Balanced heuristic approach,1,Thailand,2016-02-14 3:50,0
66.99,47,27262.51,124.44,Operative actuating installation,1,Thailand,2016-06-15 11:56,1
83.4,39,60879.48,235.01,Advanced local task-force,0,Thailand,2016-04-07 1:57,0
75.8,38,70575.6,146.19,Progressive clear-thinking open architecture,1,Thailand,2016-04-18 11:23,0
43.02,44,50199.77,125.22,Configurable bottom-line application,0,Thailand,2016-04-13 5:42,1
73.72,32,52140.04,256.4,Universal contextually-based system engine,1,Thailand,2016-03-18 2:39,0
50.19,40,33987.27,117.3,Progressive uniform budgetary management,0,Thailand,2016-03-25 19:02,1
68.94,54,30726.26,138.71,Streamlined next generation implementation,0,Turkey,2016-04-19 7:34,1
79.52,27,64287.78,183.48,Automated coherent flexibility,1,Turkey,2016-06-10 10:11,0
86.06,31,53767.12,219.72,Extended local methodology,1,Turkey,2016-04-28 18:34,0
65.53,19,51049.47,190.17,Pre-emptive client-server installation,1,Turkey,2016-06-20 2:25,0
87.14,31,58235.21,199.4,Up-sized bifurcated capability,1,Turkey,2016-05-18 1:00,0
78.54,35,72524.86,172.1,Multi-channeled asynchronous open system,0,Turkey,2016-05-28 20:41,0
64.67,51,24316.61,138.35,Horizontal incremental website,1,Turkey,2016-02-14 16:33,1
90.75,40,45945.88,216.5,Decentralized methodical capability,0,Turkey,2016-03-11 9:58,0
